Роторная;Gea;Toftejoerg;TZ74-7;360;4.6;8.5;15;;;;;;;;;;;;;;;;;;;;;;31;3;12
Роторная;Gea;Toftejoerg;TZ74-8;360;5.2;9;17.5;;;;;;;;;;;;;;;;;;;;;;37;3;12
Роторная;SpraySystems;TankJet 14;D;-270;0;0;0;;;;;;;2.9;;3.7;4.1;4.4;;4.7;;5.2;;5.6;;6;6.4;;6.4;3.4;13.8
Роторная;SpraySystems;TankJet 14;A.B;360;0;0;0;;;;;;;3.7;;4.2;4.7;5.2;;5.5;;5.9;;6.4;;6.8;7.3;;7.3;3.4;13.8
Роторная;SpraySystems;TankJet 14;E;360;0;0;0;;;;;;;3.8;;4.4;5;5.6;;5.9;;6.2;;6.7;;7.3;7.7;;7.7;3.4;13.8
Роторная;SpraySystems;TankJet 14;A;180;0;0;0;;;;;;;2.3;;2.9;3.4;3.7;;4.1;;4.4;;4.7;;5.1;5.5;;5.5;3.4;13.8
Роторная;SpraySystems;TankJet 19;B;-180;2.5;3.6;0;;;;;;;2.7;;3.2;3.7;4;;4.3;;4.7;;5.1;;5.5;5.9;;5.9;3.4;13.8
Роторная;SpraySystems;TankJet 19;TJ19D;-270;2.5;3.6;0;;;;;;;3.7;;4.1;4.6;4.7;;5.1;;5.5;;5.9;;6.2;6.5;;6.5;3.4;13.8
Роторная;SpraySystems;TankJet 19;TJ19E;360;2.5;3.6;0;;;;;;;3.8;;4.3;4.7;5;;5.5;;5.8;;6.2;;6.6;6.8;;6.8;3.4;13.8
Роторная;SpraySystems;TankJet 19;TJ19H;360;0;0;0;;;;;;;;;;;;;;;;;;;;;;0;;
Роторная;SpraySystems;TankJet 19;TJ19G;360;0;0;0;;;;;;;;;;;;;;;;;;;;;;0;;
Роторная;SpraySystems;TankJet 19;TJ19C;360;0;0;0;;;;;;;;;;;;;;;;;;;;;;0;;
Роторная;Butterwoth ;LT-FT;LT6ZM3N0FT;360;8;12.19;0;;;;;;;;;;;;;;;;;;;;;;0;2.8;20.7
Роторная;Butterwoth ;LT;LT8Z31N0-C;360;8;12.19;0;;;;;;;;;;;;;;;;;;;;;;0;2.8;20.7
Роторная;Butterwoth ;LT-FT;LT8Z31N0FT;360;8;12.19;0;;;;;;;;;;;;;;;;;;;;;;0;2.8;20.7
Роторная;Butterwoth ;LT;LT10Z21N0-C;360;8;12.19;0;;;;;;;;;;;;;;;;;;;;;;0;2.8;20.7
Роторная;Butterwoth ;LT-FT;LT10Z21N0FT;360;8;12.19;0;;;;;;;;;;;;;;;;;;;;;;0;2.8;20.7
Роторная;Butterwoth ;LT;LT12Z21N0-C;360;8;12.19;0;;;;;;;;;;;;;;;;;;;;;;0;2.8;20.7
Роторная;Butterwoth ;LT-FT;LT12Z21N0FT;360;8;12.19;0;;;;;;;;;;;;;;;;;;;;;;0;2.8;20.7
Роторная;Butterwoth ;LTQ;LTQ634Z31BOFT-01;360;8;12.19;0;;;;;;;;;;;;;;;;;;;;;;0;2.1;21
Роторная;Butterwoth ;LTQ;LTQ734Z11BOFT-01;360;8;12.19;0;;;;;;;;;;;;;;;;;;;;;;0;2.1;21
